菲律宾凤梨(2个装 - 39.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],617.8
菲律宾凤梨(2个装 - 39.8)[],空气消毒机(1台(赠双立人不锈钢皂1个) - 660.0)[],699.8
生态巢蜜(2盒装（220g/盒） - 87.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],665.0
蔗汁红糖(姜母红糖(糖块) - 53.7)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],631.7
蔗汁红糖(玫瑰红糖(糖块) - 53.7)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],631.7
蔗汁红糖(原味红糖(糖粉) - 50.7)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],628.7
红心火龙果(5斤装 - 99.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],677.9
五彩野鸡蛋(30枚装（约25g/枚） - 66.6)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],644.6
福建肉燕(6袋装 - 108.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],686.0
舟山带鱼(2袋装（500g/袋） - 79.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],657.9
手工清真牛肉酱(2瓶装 - 59.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],637.9
沁州黄小米(5袋装(500g/袋) - 79.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],657.9
柳州螺蛳粉(5盒装（280g/盒） - 69.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],647.0
藜麦(3袋装(360g/袋) - 80.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],658.0
瑶鸡(大号1只装(净重2.5斤) - 115.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],693.0
瑶鸡(中号1只装(净重1.8-2斤) - 99.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],677.0
椴树蜂蜜(1瓶装(350g) - 89.0)[椴树蜜福利],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],667.0
椴树蜂蜜(1瓶礼盒装 - 89.0)[椴树蜜福利],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],667.0
冰鲜多宝鱼(1条(约600g) - 77.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],655.0
安格斯牛肉(牛腩切条500g - 79.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],657.8
安格斯牛肉(牛腱子500g - 93.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],671.8
安格斯牛仔骨(500g(约4-5片) - 89.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],667.9
北极甜虾(1Kg - 99.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],677.9
手工面(4袋装(400g/袋) - 55.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],633.0
法国猪肋排(2袋装(500g/袋) - 74.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],652.8
厄瓜多尔白虾(1盒装(2Kg/盒) - 199.0)[],阳澄湖大闸蟹礼券(1888型(公4.0两 母3.0两) - 418.0)[],617.0
厄瓜多尔白虾(1盒装(2Kg/盒) - 199.0)[],优选纯手工蛋糕(松露轻乳芝士3磅 - 448.0)[],647.0
厄瓜多尔白虾(1盒装(2Kg/盒) - 199.0)[],优选纯手工蛋糕(百利甜情人3磅 - 448.0)[],647.0
厄瓜多尔白虾(1盒装(2Kg/盒) - 199.0)[],优选纯手工蛋糕(优山美地3磅 - 448.0)[],647.0
风味腊肠(怪味腊肠 - 99.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],677.8
风味腊肠(广式腊肠 - 99.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],677.8
重庆小面(6袋装(240g/袋) - 85.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],663.0
巨无霸金奇异果(整件25粒装(130~140g/粒) - 225.8)[],阳澄湖大闸蟹礼券(1888型(公4.0两 母3.0两) - 418.0)[],643.8
巨无霸金奇异果(整件25粒装(130~140g/粒) - 225.8)[],优选纯手工蛋糕(松露轻乳芝士3磅 - 448.0)[],673.8
巨无霸金奇异果(整件25粒装(130~140g/粒) - 225.8)[],优选纯手工蛋糕(百利甜情人3磅 - 448.0)[],673.8
巨无霸金奇异果(整件25粒装(130~140g/粒) - 225.8)[],优选纯手工蛋糕(优山美地3磅 - 448.0)[],673.8
巨无霸金奇异果(12粒装(130~140g/粒) - 118.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],696.8
珍珠小笼包(经典原味(45个) - 85.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],663.8
珍珠小笼包(果蔬味(40个) - 99.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],677.8
便携榨汁神器(1机身+2杯 - 279.9)[生活],稻壳抗菌防霉砧板(中号+小号 - 329.0)[],608.9
便携榨汁神器(1机身+2杯 - 279.9)[生活],阳澄湖大闸蟹礼券(888型(公4.0两 母2.5两) - 358.0)[],637.9
便携榨汁神器(1机身+2杯 - 279.9)[生活],阳澄湖大闸蟹礼券(1888型(公4.0两 母3.0两) - 418.0)[],697.9
多功能清洁膏(清洁膏1盒装(300g/盒) - 109.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],687.9
多功能清洁膏(清洁膏+护理膏套装 - 209.9)[],阳澄湖大闸蟹礼券(1888型(公4.0两 母3.0两) - 418.0)[],627.9
多功能清洁膏(清洁膏+护理膏套装 - 209.9)[],优选纯手工蛋糕(松露轻乳芝士3磅 - 448.0)[],657.9
多功能清洁膏(清洁膏+护理膏套装 - 209.9)[],优选纯手工蛋糕(百利甜情人3磅 - 448.0)[],657.9
多功能清洁膏(清洁膏+护理膏套装 - 209.9)[],优选纯手工蛋糕(优山美地3磅 - 448.0)[],657.9
越南腰果(原味 - 92.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],670.0
越南腰果(盐焗味 - 92.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],670.0
麻辣小海鲜(鱿鱼嘴(250g/盒) - 105.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],683.0
麻辣小海鲜(鱿鱼头(250g/盒) - 105.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],683.0
麻辣小海鲜(海龙虾(300g/盒) - 117.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],695.0
生态鲜腐竹(5袋装(160g/袋) - 49.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],627.9
净水器替换滤芯(3只装 - 119.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],697.0
净水器替换滤芯(6只装 - 179.0)[],优选纯手工蛋糕(松露轻乳芝士3磅 - 448.0)[],627.0
净水器替换滤芯(6只装 - 179.0)[],优选纯手工蛋糕(百利甜情人3磅 - 448.0)[],627.0
净水器替换滤芯(6只装 - 179.0)[],优选纯手工蛋糕(优山美地3磅 - 448.0)[],627.0
泰国椰青(4粒装 - 54.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],632.9
泰国椰青(9粒装 - 99.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],677.9
泰国椰青(9粒装(无开椰器) - 89.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],667.9
多效过滤净水壶(1壶1芯 - 169.0)[],优选纯手工蛋糕(松露轻乳芝士3磅 - 448.0)[],617.0
多效过滤净水壶(1壶1芯 - 169.0)[],优选纯手工蛋糕(百利甜情人3磅 - 448.0)[],617.0
多效过滤净水壶(1壶1芯 - 169.0)[],优选纯手工蛋糕(优山美地3磅 - 448.0)[],617.0
多效过滤净水壶(1壶4芯 - 288.0)[],法国琥珀锅(3.5L - 319.0)[生活],607.0
多效过滤净水壶(1壶4芯 - 288.0)[],稻壳抗菌防霉砧板(中号+小号 - 329.0)[],617.0
多效过滤净水壶(1壶4芯 - 288.0)[],阳澄湖大闸蟹礼券(888型(公4.0两 母2.5两) - 358.0)[],646.0
散养柴猪肉(柴猪蹄450-500g - 98.7)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],676.7
散养柴猪肉(五花肉500g - 104.7)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],682.7
散养柴猪肉(后腿肉500g - 83.7)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],661.7
散养柴猪肉(肥瘦肉馅500g - 68.7)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],646.7
猫山王速冻榴莲(D197（猫山王）300g - 179.0)[],优选纯手工蛋糕(松露轻乳芝士3磅 - 448.0)[],627.0
猫山王速冻榴莲(D197（猫山王）300g - 179.0)[],优选纯手工蛋糕(百利甜情人3磅 - 448.0)[],627.0
猫山王速冻榴莲(D197（猫山王）300g - 179.0)[],优选纯手工蛋糕(优山美地3磅 - 448.0)[],627.0
防晒小黑伞(蓝槿*1把 - 279.0)[生活],稻壳抗菌防霉砧板(中号+小号 - 329.0)[],608.0
防晒小黑伞(蓝槿*1把 - 279.0)[生活],阳澄湖大闸蟹礼券(888型(公4.0两 母2.5两) - 358.0)[],637.0
防晒小黑伞(蓝槿*1把 - 279.0)[生活],阳澄湖大闸蟹礼券(1888型(公4.0两 母3.0两) - 418.0)[],697.0
南极银鳕鱼(犬牙鱼)(1盒装（200g） - 99.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],677.9
德国削皮刀(1把 - 108.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],686.0
法国儿童驱蚊手环(百变公主 - 118.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],696.0
法国儿童驱蚊手环(巨嘴鸟 - 118.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],696.0
法国儿童驱蚊手环(顽皮鳄鱼 - 118.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],696.0
法国儿童驱蚊手环(北极熊 - 118.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],696.0
法国儿童驱蚊手环(可口冰淇淋 - 118.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],696.0
法国儿童驱蚊手环(创意玩具 - 118.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],696.0
法国儿童驱蚊手环(驱蚊片2片替换装 - 78.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],656.0
五常粥米(3Kg - 54.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],632.9
德国皮具护理膏(护理膏1盒装(250ml/盒) - 109.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],687.9
德国皮具护理膏(清洁膏+护理膏套装 - 209.9)[],阳澄湖大闸蟹礼券(1888型(公4.0两 母3.0两) - 418.0)[],627.9
德国皮具护理膏(清洁膏+护理膏套装 - 209.9)[],优选纯手工蛋糕(松露轻乳芝士3磅 - 448.0)[],657.9
德国皮具护理膏(清洁膏+护理膏套装 - 209.9)[],优选纯手工蛋糕(百利甜情人3磅 - 448.0)[],657.9
德国皮具护理膏(清洁膏+护理膏套装 - 209.9)[],优选纯手工蛋糕(优山美地3磅 - 448.0)[],657.9
湖南米粉(红烧牛肉(微辣) - 109.5)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],687.5
湖南米粉(酸辣凉拌(中辣) - 77.5)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],655.5
湖南米粉(小菜*5袋(含添加剂) - 74.5)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],652.5
鳕鱼水饺(鳕鱼芹菜 - 90.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],668.0
鳕鱼水饺(鳕鱼韭菜 - 90.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],668.0
泰国龙眼(A级金标龙眼2Kg - 52.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],630.8
儿童便携水壶(小猫头鹰 - 119.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],697.0
儿童便携水壶(太空旅行 - 119.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],697.0
儿童便携水壶(长颈鹿 - 119.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],697.0
儿童便携水壶(萌宠猫咪 - 119.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],697.0
儿童便携水壶(运动 - 119.0)[生活],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],697.0
便携自加热鸡汤(乌鸡汤4罐装 - 119.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],697.0
便携自加热鸡汤(核桃鸡汤4罐装 - 115.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],693.0
海南高山青柠檬(有籽柠檬3斤装 - 36.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],614.8
海南高山青柠檬(有籽柠檬3斤装 - 36.8)[],空气消毒机(1台(赠双立人不锈钢皂1个) - 660.0)[],696.8
原生竹浆本色纸(抽纸20包(110抽*3层) - 59.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],637.9
原生竹浆本色纸(卷纸24卷(120g/卷) - 59.9)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],637.9
原生竹浆本色纸(手帕纸60包(8片*4层) - 42.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],620.8
伊朗紫衣开心果(盐焗味 - 90.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],668.0
伊朗紫衣开心果(原味 - 90.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],668.0
和田玉枣(2袋装 - 76.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],654.0
迁西甘栗仁(12袋装(50g/袋) - 62.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],640.0
加拿大油壶(橙灰色*1只 - 58.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],636.0
加拿大油壶(紫灰色*1只 - 58.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],636.0
加拿大油壶(绿灰色*1只 - 58.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],636.0
法国琥珀锅(2.5L - 279.0)[生活],稻壳抗菌防霉砧板(中号+小号 - 329.0)[],608.0
法国琥珀锅(2.5L - 279.0)[生活],阳澄湖大闸蟹礼券(888型(公4.0两 母2.5两) - 358.0)[],637.0
法国琥珀锅(2.5L - 279.0)[生活],阳澄湖大闸蟹礼券(1888型(公4.0两 母3.0两) - 418.0)[],697.0
法国琥珀锅(3.5L - 319.0)[生活],稻壳抗菌防霉砧板(中号+小号 - 329.0)[],648.0
法国琥珀锅(3.5L - 319.0)[生活],进口不粘锅(炒锅 32cm - 299.0)[],618.0
法国琥珀锅(3.5L - 319.0)[生活],阳澄湖大闸蟹礼券(888型(公4.0两 母2.5两) - 358.0)[],677.0
法国琥珀锅(3.5L - 319.0)[生活],优选纯手工蛋糕(松露轻乳芝士2磅 - 288.0)[],607.0
法国琥珀锅(3.5L - 319.0)[生活],优选纯手工蛋糕(百利甜情人2磅 - 288.0)[],607.0
法国琥珀锅(3.5L - 319.0)[生活],优选纯手工蛋糕(优山美地2磅 - 288.0)[],607.0
冰糖木瓜(5斤装 - 75.8)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],653.8
老盐金桔柠檬粉(10袋装(20g/袋) - 35.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],613.0
老盐金桔柠檬粉(10袋装(20g/袋) - 35.0)[],空气消毒机(1台(赠双立人不锈钢皂1个) - 660.0)[],695.0
捷克式熟酸奶(8瓶装(245ml/瓶) - 65.0)[],阳澄湖大闸蟹礼券(1988型(公4.5两 母3.0两) - 578.0)[],643.0
